country,continent,year,lifeExp,pop,gdpPercap,std_pop
Croatia,Europe,1977,70.64,4318673,11305.38517,1172.4659104191514
Croatia,Europe,1982,70.46,4413368,13221.82184,1185.2504654152995
Croatia,Europe,1987,71.52,4484310,13822.58394,1194.738551195547
Croatia,Europe,1992,72.527,4494013,8447.794873,1196.0304204068036
Croatia,Europe,1997,73.68,4444595,9875.604515,1189.436222999386
Croatia,Europe,2002,74.876,4481020,11628.38895,1194.3001993583061
Croatia,Europe,2007,75.748,4493312,14619.222719999998,1195.9371351823895
Cuba,Americas,1952,59.42100000000001,6007797,5586.53878,1382.8742456511795
Cuba,Americas,1957,62.325,6640752,6092.174359000001,1453.8971811289753
Cuba,Americas,1962,65.24600000000001,7254373,5180.75591,1519.5850236050512
Cuba,Americas,1967,68.29,8139332,5690.268015,1609.6054928248989
Cuba,Americas,1972,70.723,8831348,5305.445256,1676.6351352424438
Cuba,Americas,1977,72.649,9537988,6380.494965999999,1742.4224156909718
Cuba,Americas,1982,73.717,9789224,7316.9181069999995,1765.2214527553283
Cuba,Americas,1987,74.17399999999999,10239839,7532.924762999999,1805.392474402821
Cuba,Americas,1992,74.414,10723260,5592.843963,1847.517163687308
Cuba,Americas,1997,76.15100000000001,10983007,5431.990415,1869.7592647519564
Cuba,Americas,2002,77.158,11226999,6340.646683,1890.4139160182704
Cuba,Americas,2007,78.273,11416987,8948.102923,1906.3420030340353
Czech Republic,Europe,1952,66.87,9125183,6876.14025,1704.2992583863497
Czech Republic,Europe,1957,69.03,9513758,8256.343918,1740.2078111996072
Czech Republic,Europe,1962,69.9,9620282,10136.86713,1749.9231035894036
Czech Republic,Europe,1967,70.38,9835109,11399.44489,1769.3536747623907
Czech Republic,Europe,1972,70.29,9862158,13108.4536,1771.7850858686447
Czech Republic,Europe,1977,70.71,10161915,14800.160619999999,1798.5099407730154
Czech Republic,Europe,1982,70.96,10303704,15377.22855,1811.0137623749492
Czech Republic,Europe,1987,71.58,10311597,16310.4434,1811.7072797345375
Czech Republic,Europe,1992,72.4,10315702,14297.021219999999,1812.0678600775143
Czech Republic,Europe,1997,74.01,10300707,16048.51424,1810.7503618065566
Czech Republic,Europe,2002,75.51,10256295,17596.210219999997,1806.8425759089755
Czech Republic,Europe,2007,76.486,10228744,22833.30851,1804.414126092769
Denmark,Europe,1952,70.78,4334000,9692.385245,1174.5446124862813
Denmark,Europe,1957,71.81,4487831,11099.65935,1195.2075028304027
Denmark,Europe,1962,72.35,4646899,13583.31351,1216.2047080148845
Denmark,Europe,1967,72.96,4838800,15937.21123,1241.0632043800697
Denmark,Europe,1972,73.47,4991596,18866.20721,1260.5055948449674
Denmark,Europe,1977,74.69,5088419,20422.9015,1272.6720208857575
Denmark,Europe,1982,74.63,5117810,21688.04048,1276.3422419595247
Denmark,Europe,1987,74.8,5127024,25116.17581,1277.4906754656033
Denmark,Europe,1992,75.33,5171393,26406.73985,1283.0064369447457
Denmark,Europe,1997,76.11,5283663,29804.34567,1296.8585767783263
Denmark,Europe,2002,77.18,5374693,32166.500060000002,1307.982384094991
Denmark,Europe,2007,78.332,5468120,35278.41874,1319.3015784267484
Djibouti,Africa,1952,34.812,63149,2669.529475,141.77782267555176
Djibouti,Africa,1957,37.328,71851,2864.9690760000003,151.23122571807565
Djibouti,Africa,1962,39.693000000000005,89898,3020.989263,169.160935644582
Djibouti,Africa,1967,42.074,127617,3020.0505129999997,201.54838809853283
Djibouti,Africa,1972,44.36600000000001,178848,3694.2123520000005,238.59816957428362
Djibouti,Africa,1977,46.519,228694,3081.7610219999997,269.80652533049647
Djibouti,Africa,1982,48.812,305991,2879.4680670000002,312.0896672164336
Djibouti,Africa,1987,50.04,311025,2880.102568,314.64636077716443
Djibouti,Africa,1992,51.604,384156,2377.1561920000004,349.6865062263917
Djibouti,Africa,1997,53.157,417908,1895.016984,364.7248934680708
Djibouti,Africa,2002,53.373000000000005,447416,1908.2608670000002,377.3816848189733
Djibouti,Africa,2007,54.791000000000004,496374,2082.4815670000003,397.4930835179311
Dominican Republic,Americas,1952,45.928000000000004,2491346,1397.7171369999999,890.5167385874576
Dominican Republic,Americas,1957,49.828,2923186,1544.402995,964.6133955912339
Dominican Republic,Americas,1962,53.458999999999996,3453434,1662.137359,1048.4570489453695
Dominican Republic,Americas,1967,56.751000000000005,4049146,1653.7230029999998,1135.289919977074
Dominican Republic,Americas,1972,59.631,4671329,2189.874499,1219.3974751150836
Dominican Republic,Americas,1977,61.788000000000004,5302800,2681.9889,1299.2050124808652
Dominican Republic,Americas,1982,63.727,5968349,2861.092386,1378.3266996235475
Dominican Republic,Americas,1987,66.046,6655297,2899.842175,1455.4885195663082
Dominican Republic,Americas,1992,68.457,7351181,3044.214214,1529.6906835783645
Dominican Republic,Americas,1997,69.957,7992357,3614.101285,1595.0066604908654
Dominican Republic,Americas,2002,70.847,8650322,4563.808154,1659.3622302779886
Dominican Republic,Americas,2007,72.235,9319622,6025.374752000001,1722.3611172155368
Ecuador,Americas,1952,48.357,3548753,3522.110717,1062.8279087060077
Ecuador,Americas,1957,51.356,4058385,3780.5466509999997,1136.5843864139624
Ecuador,Americas,1962,54.64,4681707,4086.114078,1220.7512532518065
Ecuador,Americas,1967,56.678000000000004,5432424,4579.074215,1314.988313690313
Ecuador,Americas,1972,58.79600000000001,6298651,5280.99471,1415.9529946016637
Ecuador,Americas,1977,61.31,7278866,6679.62326,1522.148155734869
Ecuador,Americas,1982,64.342,8365850,7213.7912670000005,1631.8494910164557
Ecuador,Americas,1987,67.23100000000001,9545158,6481.776993,1743.0772090146493
Ecuador,Americas,1992,69.613,10748394,7103.702595000001,1849.6810727253871
Ecuador,Americas,1997,72.312,11911819,7429.455876999999,1947.2158971546826
Ecuador,Americas,2002,74.173,12921234,5773.0445119999995,2028.0425350307933
Ecuador,Americas,2007,74.994,13755680,6873.262326000001,2092.503031104291
Egypt,Africa,1952,41.893,22223309,1418.822445,2659.6802361218556
Egypt,Africa,1957,44.443999999999996,25009741,1458.915272,2821.4974412882398
Egypt,Africa,1962,46.992,28173309,1693.335853,2994.6356675246434
Egypt,Africa,1967,49.293,31681188,1814.880728,3175.599997866116
Egypt,Africa,1972,51.137,34807417,2024.0081469999998,3328.5950404970777
Egypt,Africa,1977,53.318999999999996,38783863,2785.493582,3513.5860623154986
Egypt,Africa,1982,56.006,45681811,3503.729636,3813.262652910161
Egypt,Africa,1987,59.797,52799062,3885.4607100000003,4099.56868656093
Egypt,Africa,1992,63.674,59402198,3794.755195,4348.36830138007
Egypt,Africa,1997,67.217,66134291,4173.181797,4588.158523967507
Egypt,Africa,2002,69.806,73312559,4754.604414,4830.7465583626345
Egypt,Africa,2007,71.33800000000001,80264543,5581.180998,5054.601620990914
El Salvador,Americas,1952,45.262,2042865,3048.3029,806.3895619605015
El Salvador,Americas,1957,48.57,2355805,3421.523218,865.9538217602628
El Salvador,Americas,1962,52.306999999999995,2747687,3776.8036270000002,935.2090334458288
El Salvador,Americas,1967,55.855,3232927,4358.595393,1014.4321689548808
El Salvador,Americas,1972,58.207,3790903,4520.246008,1098.4907384515313
El Salvador,Americas,1977,56.696000000000005,4282586,5138.922374,1167.5570488127316
El Salvador,Americas,1982,56.604,4474873,4098.344175,1193.4807561569303
El Salvador,Americas,1987,63.153999999999996,4842194,4140.442097,1241.4983773730169
El Salvador,Americas,1992,66.798,5274649,4444.2317,1295.7518754952453
El Salvador,Americas,1997,69.535,5783439,5154.825496,1356.8072117441359
El Salvador,Americas,2002,70.734,6353681,5351.568665999999,1422.1249860536568
El Salvador,Americas,2007,71.878,6939688,5728.353514,1486.2608443442955
Equatorial Guinea,Africa,1952,34.482,216964,375.6431231,262.79609233392335
Equatorial Guinea,Africa,1957,35.983000000000004,232922,426.0964081,272.2891391695616
Equatorial Guinea,Africa,1962,37.485,249220,582.8419713999999,281.6543801092472
Equatorial Guinea,Africa,1967,38.986999999999995,259864,915.5960025,287.606120003147
Equatorial Guinea,Africa,1972,40.516,277603,672.4122571,297.26045706464026
Equatorial Guinea,Africa,1977,42.023999999999994,192675,958.5668124,247.64966650585637
Equatorial Guinea,Africa,1982,43.662,285483,927.8253427000001,301.44993155979836
Equatorial Guinea,Africa,1987,45.663999999999994,341244,966.8968149,329.57751561795214
Equatorial Guinea,Africa,1992,47.545,387838,1132.055034,351.3583208602708
Equatorial Guinea,Africa,1997,48.245,439971,2814.480755,374.22869870464046
Equatorial Guinea,Africa,2002,49.348,495627,7703.4959,397.1938745242852
Equatorial Guinea,Africa,2007,51.57899999999999,551201,12154.08975,418.87077670134926
Eritrea,Africa,1952,35.928000000000004,1438760,328.94055710000004,676.7359395257434
Eritrea,Africa,1957,38.047,1542611,344.16188589999996,700.7341377697132
Eritrea,Africa,1962,40.158,1666618,380.99584330000005,728.3549861790312
Eritrea,Africa,1967,42.18899999999999,1820319,468.7949699,761.2000615529348
Eritrea,Africa,1972,44.141999999999996,2260187,514.3242081999999,848.1980115067963
Eritrea,Africa,1977,44.535,2512642,505.7538077,894.314703580687
Eritrea,Africa,1982,43.89,2637297,524.8758493,916.2301609873213
Eritrea,Africa,1987,46.453,2915959,521.1341333,963.4202496349141
Eritrea,Africa,1992,49.99100000000001,3668440,582.8585102000001,1080.6020168739576
Eritrea,Africa,1997,53.378,4058319,913.4707900000001,1136.5751444526293
Eritrea,Africa,2002,55.24,4414865,765.3500015,1185.4514649140222
Eritrea,Africa,2007,58.04,4906585,641.3695236000001,1249.7257750807153
Ethiopia,Africa,1952,34.078,20860941,362.1462796,2576.8670426307935
Ethiopia,Africa,1957,36.667,22815614,378.90416319999997,2694.8906277534347
Ethiopia,Africa,1962,40.059,25145372,419.4564161,2829.1377660639077
Ethiopia,Africa,1967,42.115,27860297,516.1186438,2977.953654292928
Ethiopia,Africa,1972,43.515,30770372,566.2439442000001,3129.6187641872452
Ethiopia,Africa,1977,44.51,34617799,556.8083834,3319.5161785452024
Ethiopia,Africa,1982,44.916000000000004,38111756,577.8607471,3483.0085722869535
Ethiopia,Africa,1987,46.684,42999530,573.7413142000001,3699.618291156061
Ethiopia,Africa,1992,48.091,52088559,421.3534653,4071.89185597649
Ethiopia,Africa,1997,49.402,59861301,515.8894013,4365.139620690687
Ethiopia,Africa,2002,50.725,67946797,530.0535319,4650.60611314516
Ethiopia,Africa,2007,52.946999999999996,76511887,690.8055759,4935.026853288344
Finland,Europe,1952,66.55,4090500,6424.519071,1141.0725609858453
Finland,Europe,1957,67.49,4324000,7545.415386,1173.1887946356762
Finland,Europe,1962,68.75,4491443,9371.842561,1195.6883833720988
Finland,Europe,1967,69.83,4605744,10921.63626,1210.8071062029976
Finland,Europe,1972,70.87,4639657,14358.8759,1215.2566361068873
Finland,Europe,1977,72.52,4738902,15605.422830000001,1228.1853916474247
Finland,Europe,1982,74.55,4826933,18533.15761,1239.5404365517018
Finland,Europe,1987,74.83,4931729,21141.01223,1252.923819184271
Finland,Europe,1992,75.7,5041039,20647.16499,1266.7330225181825
Finland,Europe,1997,77.13,5134406,23723.9502,1278.4100240069192
Finland,Europe,2002,78.37,5193039,28204.59057,1285.6887854523684
Finland,Europe,2007,79.313,5238460,33207.0844,1291.2991932075
France,Europe,1952,67.41,42459667,7029.809327,3676.320411793789
France,Europe,1957,68.93,44310863,8662.834898000001,3755.6072422759466
France,Europe,1962,70.51,47124000,10560.48553,3872.987874564669
France,Europe,1967,71.55,49569000,12999.91766,3972.1911772023664
France,Europe,1972,72.38,51732000,16107.19171,4057.9313735029896
France,Europe,1977,73.83,53165019,18292.635140000002,4113.751468775073
France,Europe,1982,74.89,54433565,20293.89746,4162.540315688002
France,Europe,1987,76.34,55630100,22066.44214,4208.041206950437
France,Europe,1992,77.46,57374179,24703.79615,4273.496038067478
France,Europe,1997,78.64,58623428,25889.78487,4319.770444639813
France,Europe,2002,79.59,59925035,28926.032339999998,4367.462772641534
France,Europe,2007,80.657,61083916,30470.0167,4409.491393530577
Gabon,Africa,1952,37.003,420702,4293.476475,365.94207975756643
Gabon,Africa,1957,38.999,434904,4976.198099,372.0675244372657
Gabon,Africa,1962,40.489000000000004,455661,6631.4592219999995,380.8430136531222
Gabon,Africa,1967,44.598,489004,8358.761987,394.5311237195595
Gabon,Africa,1972,48.69,537977,11401.948409999999,413.8156565905852
Gabon,Africa,1977,52.79,706367,21745.57328,474.17675963082127
Gabon,Africa,1982,56.56399999999999,753874,15113.36194,489.8627839884543
Gabon,Africa,1987,60.19,880397,11864.408440000001,529.3761128597992
Gabon,Africa,1992,61.36600000000001,985739,13522.157519999999,560.1521836937919
Gabon,Africa,1997,60.461000000000006,1126189,14722.841880000002,598.7295653393418
Gabon,Africa,2002,56.761,1299304,12521.71392,643.1028754080827
Gabon,Africa,2007,56.735,1454867,13206.48452,680.5134452621439
Gambia,Africa,1952,30.0,284320,485.2306591,300.83528190652
Gambia,Africa,1957,32.065,323150,520.9267111,320.7208127332742
Gambia,Africa,1962,33.896,374020,599.650276,345.04240845215156
Gambia,Africa,1967,35.857,439593,734.7829124,374.06790532895377
Gambia,Africa,1972,38.308,517101,756.0868363,405.7072349065572
Gambia,Africa,1977,41.842,608274,884.7552507000001,440.02230364898446
Gambia,Africa,1982,45.58,715523,835.8096107999999,477.24002838391965
Gambia,Africa,1987,49.265,848406,611.6588611000001,519.6691421449277
Gambia,Africa,1992,52.644,1025384,665.6244126,571.3054037331347
Gambia,Africa,1997,55.861000000000004,1235767,653.7301704,627.1816747320385
Gambia,Africa,2002,58.041000000000004,1457766,660.5855997,681.1911108804927
Gambia,Africa,2007,59.448,1688359,752.7497265,733.0902817029964
Germany,Europe,1952,67.5,69145952,7144.114393000001,4691.464601932946
Germany,Europe,1957,69.1,71019069,10187.82665,4754.584289953095
Germany,Europe,1962,70.3,73739117,12902.46291,4844.779658515258
Germany,Europe,1967,70.8,76368453,14745.62561,4930.398927314317
Germany,Europe,1972,71.0,78717088,18016.180269999997,5005.639551745554
Germany,Europe,1977,72.5,78160773,20512.92123,4987.920083328029
Germany,Europe,1982,73.8,78335266,22031.532740000002,4993.4847155705775
Germany,Europe,1987,74.847,77718298,24639.18566,4973.781518198997
Germany,Europe,1992,76.07,80597764,26505.30317,5065.08292977598
Germany,Europe,1997,77.34,82011073,27788.88416,5109.298906155379
Germany,Europe,2002,78.67,82350671,30035.80198,5119.866474154262
Germany,Europe,2007,79.406,82400996,32170.37442,5121.430626123036
Ghana,Africa,1952,43.148999999999994,5581001,911.2989371,1332.8495012947344
Ghana,Africa,1957,44.778999999999996,6391288,1043.5615369999998,1426.327506517289
Ghana,Africa,1962,46.452,7355248,1190.0411179999999,1530.1137714998692
Ghana,Africa,1967,48.071999999999996,8490213,1125.69716,1643.9339201154467
Ghana,Africa,1972,49.875,9354120,1178.223708,1725.545963615435
Ghana,Africa,1977,51.756,10538093,993.2239571,1831.496432817766
Ghana,Africa,1982,53.744,11400338,876.032569,1904.951519392749
Ghana,Africa,1987,55.729,14168101,847.0061135,2123.6399451767834
Ghana,Africa,1992,57.501000000000005,16278738,925.0601539999999,2276.3310919099067
Ghana,Africa,1997,58.556000000000004,18418288,1005.2458119999999,2421.3060849426447
Ghana,Africa,2002,58.453,20550751,1111.9845779999998,2557.6370367590125
Ghana,Africa,2007,60.022,22873338,1327.60891,2698.297540195183
Greece,Europe,1952,65.86,7733250,3530.690067,1568.9391088664975
Greece,Europe,1957,67.86,8096218,4916.299889,1605.3367964695624
Greece,Europe,1962,69.51,8448233,6017.190732999999,1639.864654379789
Greece,Europe,1967,71.0,8716441,8513.097016,1665.6918510450025
Greece,Europe,1972,72.34,8888628,12724.82957,1682.0636631858067
Greece,Europe,1977,73.68,9308479,14195.524280000001,1721.331139273965
Greece,Europe,1982,75.24,9786480,15268.420890000001,1764.9740323698657
Greece,Europe,1987,76.67,9974490,16120.528390000001,1781.8470126925483
Greece,Europe,1992,77.03,10325429,17541.49634,1812.9219866802905
Greece,Europe,1997,77.869,10502372,18747.69814,1828.3896838419948
Greece,Europe,2002,78.256,10603863,22514.2548,1837.202880641795
Greece,Europe,2007,79.483,10706290,27538.41188,1846.0546989053862
Guatemala,Americas,1952,42.023,3146381,2428.2377690000003,1000.7617988316907
Guatemala,Americas,1957,44.141999999999996,3640876,2617.155967,1076.5346372362085
Guatemala,Americas,1962,46.95399999999999,4208858,2750.364446,1157.4632222855882
Guatemala,Americas,1967,50.016000000000005,4690773,3242.5311469999997,1221.9326576141577
Guatemala,Americas,1972,53.738,5149581,4031.4082710000002,1280.2978333201268
Guatemala,Americas,1977,56.028999999999996,5703430,4879.992748,1347.3893847575084
Guatemala,Americas,1982,58.137,6395630,4820.49479,1426.811920812844
Guatemala,Americas,1987,60.782,7326406,4246.485974,1527.110821124728
Guatemala,Americas,1992,63.373000000000005,8486949,4439.4508399999995,1643.6178905809088
Guatemala,Americas,1997,66.322,9803875,4684.313807,1766.5419144221037
Guatemala,Americas,2002,68.97800000000001,11178650,4858.347495,1886.3389963599946
Guatemala,Americas,2007,70.259,12572928,5186.050003,2000.5217521129318
Guinea,Africa,1952,33.609,2664249,510.19649230000005,920.8999923744587
Guinea,Africa,1957,34.558,2876726,576.2670245,956.9170944454652
Guinea,Africa,1962,35.753,3140003,686.3736739,999.7469667604705
Guinea,Africa,1967,37.196999999999996,3451418,708.7595409,1048.1509770794885
Guinea,Africa,1972,38.842,3811387,741.6662307,1101.454566549333
Guinea,Africa,1977,40.762,4227026,874.6858642999999,1159.9586910558169
Guinea,Africa,1982,42.891000000000005,4710497,857.2503577,1224.4989848664993
Guinea,Africa,1987,45.552,5650262,805.5724717999999,1341.0944240166675
Guinea,Africa,1992,48.576,6990574,794.3484384,1491.6999746260528
Guinea,Africa,1997,51.455,8048834,869.4497667999999,1600.6321983679525
Guinea,Africa,2002,53.676,8807818,945.5835837000001,1674.4000552757823
Guinea,Africa,2007,56.007,9947814,942.6542111,1779.462711640095
Guinea-Bissau,Africa,1952,32.5,580653,299.850319,429.91579447872886
Guinea-Bissau,Africa,1957,33.489000000000004,601095,431.7904566000001,437.4179706363762
Guinea-Bissau,Africa,1962,34.488,627820,522.0343725,447.0361425476775
Guinea-Bissau,Africa,1967,35.492,601287,715.5806402000001,437.4878244406271
Guinea-Bissau,Africa,1972,36.486,625361,820.2245876000001,446.15982420404185
Guinea-Bissau,Africa,1977,37.465,745228,764.7259627999999,487.0456240035157
Guinea-Bissau,Africa,1982,39.327,825987,838.1239671,512.7570847480225
Guinea-Bissau,Africa,1987,41.245,927524,736.4153921,543.3599717247621
Guinea-Bissau,Africa,1992,43.266000000000005,1050938,745.5398706,578.3804588384886
Guinea-Bissau,Africa,1997,44.873000000000005,1193708,796.6644681,616.4163021989931
Guinea-Bissau,Africa,2002,45.504,1332459,575.7047176,651.2563801104504
Guinea-Bissau,Africa,2007,46.388000000000005,1472041,579.2317429999999,684.5182270530664
Haiti,Americas,1952,37.579,3201488,1840.366939,1009.4876328607357
Haiti,Americas,1957,40.696,3507701,1726.887882,1056.6626264218721
Haiti,Americas,1962,43.59,3880130,1796.589032,1111.3432137185666
Haiti,Americas,1967,46.243,4318137,1452.057666,1172.3931495006336
Haiti,Americas,1972,48.042,4698301,1654.456946,1222.9127755351933
Haiti,Americas,1977,49.923,4908554,1874.2989309999998,1249.9765058060052
Haiti,Americas,1982,51.461000000000006,5198399,2011.1595489999997,1286.3521267630924
Haiti,Americas,1987,53.636,5756203,1823.015995,1353.6086294718996
Haiti,Americas,1992,55.089,6326682,1456.309517,1419.1002175114475
Haiti,Americas,1997,56.67100000000001,6913545,1341.7269310000001,1483.4587025180429
Haiti,Americas,2002,58.137,7607651,1270.364932,1556.1460483952017
Haiti,Americas,2007,60.916000000000004,8502814,1201.637154,1645.1534142996945
Honduras,Americas,1952,41.912,1517453,2194.926204,694.9966127394088
Honduras,Americas,1957,44.665,1770390,2220.487682,750.688110603146
Honduras,Americas,1962,48.041000000000004,2090162,2291.1568350000002,815.6710294755383
Honduras,Americas,1967,50.924,2500689,2538.269358,892.1849757595436
Honduras,Americas,1972,53.88399999999999,2965146,2529.842345,971.511855706518
Honduras,Americas,1977,57.402,3055235,3203.208066,986.1599794732768
Honduras,Americas,1982,60.909,3669448,3121.7607940000003,1080.750468534406
Honduras,Americas,1987,64.492,4372203,3023.0966989999997,1179.709896246712
Honduras,Americas,1992,66.399,5077347,3081.694603,1271.2866496921972
Honduras,Americas,1997,67.65899999999999,5867957,3160.454906,1366.68530569454
Honduras,Americas,2002,68.565,6677328,3099.72866,1457.8955777736069
Honduras,Americas,2007,70.19800000000001,7483763,3548.3308460000003,1543.4233860987283
"Hong Kong, China",Asia,1952,60.96,2125900,3054.421209,822.6147257605596
"Hong Kong, China",Asia,1957,64.75,2736300,3629.076457,933.2691688707532
"Hong Kong, China",Asia,1962,67.65,3305200,4692.648271999999,1025.7084555635997
"Hong Kong, China",Asia,1967,70.0,3722800,6197.962814,1088.5789104539074
"Hong Kong, China",Asia,1972,72.0,4115700,8315.928145,1144.5820191522437
"Hong Kong, China",Asia,1977,73.6,4583700,11186.14125,1207.9060498650717
"Hong Kong, China",Asia,1982,75.45,5264500,14560.530509999999,1294.5046913065112
"Hong Kong, China",Asia,1987,76.2,5584510,20038.472690000002,1333.268443522249
"Hong Kong, China",Asia,1992,77.601,5829696,24757.60301,1362.2224011688031
"Hong Kong, China",Asia,1997,80.0,6495918,28377.632189999997,1437.9551172547901
"Hong Kong, China",Asia,2002,81.495,6762476,30209.015160000003,1467.161533669901
"Hong Kong, China",Asia,2007,82.208,6980412,39724.97867,1490.6153592513283
Hungary,Europe,1952,64.03,9504000,5263.6738159999995,1739.3151405914762
Hungary,Europe,1957,66.41,9839000,6040.180011,1769.703639076983
Hungary,Europe,1962,67.96,10063000,7550.359877,1789.735283405757
Hungary,Europe,1967,69.5,10223422,9326.64467,1803.9446480501729
Hungary,Europe,1972,69.76,10394091,10168.65611,1818.939779980075
Hungary,Europe,1977,69.95,10637171,11674.837370000001,1840.0860551418564
Hungary,Europe,1982,69.39,10705535,12545.99066,1845.989606521821
Hungary,Europe,1987,69.58,10612740,12986.47998,1837.9717248908273
Hungary,Europe,1992,69.17,10348684,10535.62855,1814.9623759714734
Hungary,Europe,1997,71.04,10244684,11712.7768,1805.8195363958441
Hungary,Europe,2002,72.59,10083313,14843.93556,1791.5407372944487
Hungary,Europe,2007,73.33800000000001,9956108,18008.94444,1780.204371501634
Iceland,Europe,1952,72.49,147962,7267.688428,217.02020039509233
Iceland,Europe,1957,73.47,165110,9244.001412,229.2512711149181
Iceland,Europe,1962,73.68,182053,10350.15906,240.72654550218937
Iceland,Europe,1967,73.73,198676,13319.89568,251.4767085585677
Iceland,Europe,1972,74.46,209275,15798.063619999999,258.0974649838948
Iceland,Europe,1977,76.11,221823,19654.96247,265.7225129396209
Iceland,Europe,1982,76.99,233997,23269.6075,272.91676100479515
Iceland,Europe,1987,77.23,244676,26923.206280000002,279.07488190789434
Iceland,Europe,1992,78.77,259012,25144.39201,287.1342547315384
Iceland,Europe,1997,78.95,271192,28061.099660000003,293.8079213601202
Iceland,Europe,2002,80.5,288030,31163.201960000002,302.79167181003714
Iceland,Europe,2007,81.757,301931,36180.789189999996,310.01229370035975
India,Asia,1952,37.373000000000005,372000000,546.5657493,10881.694613449237
India,Asia,1957,40.249,409000000,590.061996,11410.028196686037
India,Asia,1962,43.605,454000000,658.3471509,12021.343033431871
India,Asia,1967,47.193000000000005,506000000,700.7706107000001,12691.13085619237
India,Asia,1972,50.651,567000000,724.032527,13434.347973244154
India,Asia,1977,54.208,634000000,813.3373230000001,14205.930727710991
India,Asia,1982,56.596000000000004,708000000,855.7235377000001,15012.108426804138
India,Asia,1987,58.553000000000004,788000000,976.5126756000001,15837.556323903857
India,Asia,1992,60.223,872000000,1164.406809,16660.31874701878
India,Asia,1997,61.765,959000000,1458.817442,17471.667947000802
India,Asia,2002,62.879,1034172547,1746.769454,18143.520764448418
India,Asia,2007,64.69800000000001,1110396331,2452.210407,18800.26940603535
Indonesia,Asia,1952,37.468,82052000,749.6816546,5110.573625450708
Indonesia,Asia,1957,39.918,90124000,858.9002707000001,5356.058269140464
Indonesia,Asia,1962,42.518,99028000,849.2897700999999,5614.409266254859
Indonesia,Asia,1967,45.964,109343000,762.4317721,5899.572686643857
Indonesia,Asia,1972,49.203,121282000,1111.107907,6213.313094971354
Indonesia,Asia,1977,52.702,136725000,1382.702056,6597.038668105469
Indonesia,Asia,1982,56.159,153343000,1516.872988,6986.457820461025
Indonesia,Asia,1987,60.137,169276000,1748.356961,7340.451232291333
Indonesia,Asia,1992,62.681000000000004,184816000,2383.140898,7669.990868634946
Indonesia,Asia,1997,66.041,199278000,3119.335603,7964.430770553125
Indonesia,Asia,2002,68.58800000000001,211060000,2873.91287,8196.492211791021
Indonesia,Asia,2007,70.65,223547000,3540.6515640000002,8435.473912396852
Iran,Asia,1952,44.869,17272000,3035.326002,2344.749102604889
Iran,Asia,1957,47.181000000000004,19792000,3290.257643,2509.977941606178
Iran,Asia,1962,49.325,22874000,4187.329802,2698.336586967613
Iran,Asia,1967,52.468999999999994,26538000,5906.731804999999,2906.4252544225938
Iran,Asia,1972,55.233999999999995,30614000,9613.818607,3121.656428185294
Iran,Asia,1977,57.702,35480679,11888.59508,3360.632514008875
Iran,Asia,1982,59.62,43072751,7608.334602,3702.766866605668
Iran,Asia,1987,63.04,51889696,6642.881371,4064.111616069556
Iran,Asia,1992,65.742,60397973,7235.653187999999,4384.663260885796
Iran,Asia,1997,68.042,63327987,8263.590301,4489.757714422748
Iran,Asia,2002,69.45100000000001,66907826,9240.761975,4614.913052145715
Iran,Asia,2007,70.964,69453570,11605.71449,4701.888765353551
Iraq,Asia,1952,45.32,5441766,4129.766056,1316.118503820542
Iraq,Asia,1957,48.437,6248643,6229.333562,1410.3208295041027
Iraq,Asia,1962,51.457,7240260,8341.737815,1518.1061677435648
Iraq,Asia,1967,54.458999999999996,8519282,8931.459811,1646.7457860239438
Iraq,Asia,1972,56.95,10061506,9576.037596,1789.6024222428643
Iraq,Asia,1977,60.413000000000004,11882916,14688.235069999999,1944.8520867900327
Iraq,Asia,1982,62.038000000000004,14173318,14517.90711,2124.03089417896
Iraq,Asia,1987,65.044,16543189,11643.57268,2294.746305739904
Iraq,Asia,1992,59.461000000000006,17861905,3745.6406869999996,2384.4540145651126
Iraq,Asia,1997,58.81100000000001,20775703,3076.239795,2571.5971024478617
Iraq,Asia,2002,57.04600000000001,24001816,4390.717312,2764.0577633552243
Iraq,Asia,2007,59.545,27499638,4471.061906,2958.61566308898
Ireland,Europe,1952,66.91,2952156,5210.280328,969.3814730831174
Ireland,Europe,1957,68.9,2878220,5599.077872,957.1655450400991
Ireland,Europe,1962,70.29,2830000,6631.597314,949.1137855389773
Ireland,Europe,1967,71.08,2900100,7655.568963,960.7968052203397
Ireland,Europe,1972,71.28,3024400,9530.772895999999,981.1709431970845
Ireland,Europe,1977,72.03,3271900,11150.98113,1020.5283516908017
Ireland,Europe,1982,73.1,3480000,12618.321409999999,1052.4820207108487
Ireland,Europe,1987,74.36,3539900,13872.86652,1061.5013735751832
Ireland,Europe,1992,75.467,3557761,17558.81555,1064.1759718106443
Ireland,Europe,1997,76.122,3667233,24521.94713,1080.4242309571928
Ireland,Europe,2002,77.783,3879155,34077.04939,1111.2035756508717
Ireland,Europe,2007,78.885,4109086,40675.99635,1143.661967969298
Israel,Asia,1952,65.39,1620914,4086.522128,718.2986501822991
Israel,Asia,1957,67.84,1944401,5385.278451,786.715997680007
Israel,Asia,1962,69.39,2310904,7105.630706,857.6616985861423
Israel,Asia,1967,70.75,2693585,8393.741404,925.9561192499166
Israel,Asia,1972,71.63,3095893,12786.93223,992.7000294485713
